seqnames,start,end,width,strand,source,type,gene_id,score,phase,Name,transcript_id,Parent,tss_type,ID,operon_id,status
chr1,1757177,1759889,2713,+,AUGUSTUS,gene,g393,NA,NA,NA,NA,NA,NA,g393,operon_32,trailing
chr1,1760049,1768404,8356,+,AUGUSTUS,gene,g394,NA,NA,NA,NA,NA,NA,g394,operon_32,trailing
chr1,1778107,1780131,2025,+,AUGUSTUS,gene,g398,NA,NA,NA,NA,NA,NA,g398,operon_33,leader
chr1,1780410,1782646,2237,+,AUGUSTUS,gene,g399,NA,NA,NA,NA,NA,NA,g399,operon_33,trailing
chr1,1833368,1834084,717,+,AUGUSTUS,gene,g412,NA,NA,NA,NA,NA,NA,g412,operon_34,leader
chr1,1834306,1835314,1009,+,AUGUSTUS,gene,g413,NA,NA,NA,NA,NA,NA,g413,operon_34,trailing
chr1,1835031,1836722,1692,+,AUGUSTUS,gene,g414,NA,NA,NA,NA,NA,NA,g414,operon_34,trailing
chr1,1911088,1912002,915,+,AUGUSTUS,gene,g428,NA,NA,NA,NA,NA,NA,g428,operon_35,leader
chr1,1912450,1913681,1232,+,AUGUSTUS,gene,g429,NA,NA,NA,NA,NA,NA,g429,operon_35,trailing
chr1,1914028,1914595,568,+,AUGUSTUS,gene,g430,NA,NA,NA,NA,NA,NA,g430,operon_35,trailing
chr1,1932759,1933237,479,+,AUGUSTUS,gene,g434,NA,NA,NA,NA,NA,NA,g434,operon_36,leader
chr1,1933339,1933732,394,+,AUGUSTUS,gene,g435,NA,NA,NA,NA,NA,NA,g435,operon_36,trailing
chr1,1946257,1948404,2148,+,AUGUSTUS,gene,g441,NA,NA,NA,NA,NA,NA,g441,operon_37,leader
chr1,1948426,1949380,955,+,AUGUSTUS,gene,g442,NA,NA,NA,NA,NA,NA,g442,operon_37,trailing
chr1,1957307,1958586,1280,+,AUGUSTUS,gene,g449,NA,NA,NA,NA,NA,NA,g449,operon_38,leader
chr1,1958800,1963669,4870,+,AUGUSTUS,gene,g450,NA,NA,NA,NA,NA,NA,g450,operon_38,trailing
chr1,1964165,1967359,3195,+,AUGUSTUS,gene,g451,NA,NA,NA,NA,NA,NA,g451,operon_38,trailing
chr1,1973111,1975913,2803,+,AUGUSTUS,gene,g454,NA,NA,NA,NA,NA,NA,g454,operon_39,leader
chr1,1976106,1977589,1484,+,AUGUSTUS,gene,g455,NA,NA,NA,NA,NA,NA,g455,operon_39,trailing
chr1,1998494,2000043,1550,+,AUGUSTUS,gene,g460,NA,NA,NA,NA,NA,NA,g460,operon_40,leader
chr1,2000147,2000704,558,+,AUGUSTUS,gene,g461,NA,NA,NA,NA,NA,NA,g461,operon_40,trailing
chr1,2000830,2001388,559,+,AUGUSTUS,gene,g462,NA,NA,NA,NA,NA,NA,g462,operon_40,trailing
chr1,2005806,2008919,3114,+,AUGUSTUS,gene,g464,NA,NA,NA,NA,NA,NA,g464,operon_41,leader
chr1,2009106,2011104,1999,+,AUGUSTUS,gene,g465,NA,NA,NA,NA,NA,NA,g465,operon_41,trailing
chr1,2033655,2036102,2448,+,AUGUSTUS,gene,g477,NA,NA,NA,NA,NA,NA,g477,operon_42,leader
chr1,2036355,2036659,305,+,AUGUSTUS,gene,g478,NA,NA,NA,NA,NA,NA,g478,operon_42,trailing
chr1,2036926,2040439,3514,+,AUGUSTUS,gene,g479,NA,NA,NA,NA,NA,NA,g479,operon_42,trailing
chr1,2106843,2110010,3168,+,AUGUSTUS,gene,g498,NA,NA,NA,NA,NA,NA,g498,operon_43,leader
chr1,2110040,2117154,7115,+,AUGUSTUS,gene,g499,NA,NA,NA,NA,NA,NA,g499,operon_43,trailing
chr1,2110040,2117154,7115,+,AUGUSTUS,gene,g499,NA,NA,NA,NA,NA,NA,g499,operon_44,leader
chr1,2117397,2118058,662,+,AUGUSTUS,gene,g501,NA,NA,NA,NA,NA,NA,g501,operon_44,trailing
chr1,2118088,2121441,3354,+,AUGUSTUS,gene,g502,NA,NA,NA,NA,NA,NA,g502,operon_44,trailing
chr1,2128017,2128577,561,+,AUGUSTUS,gene,g504,NA,NA,NA,NA,NA,NA,g504,operon_45,leader
chr1,2128890,2130027,1138,+,AUGUSTUS,gene,g505,NA,NA,NA,NA,NA,NA,g505,operon_45,trailing
chr1,2192196,2194472,2277,+,AUGUSTUS,gene,g527,NA,NA,NA,NA,NA,NA,g527,operon_46,leader
chr1,2194476,2196631,2156,+,AUGUSTUS,gene,g528,NA,NA,NA,NA,NA,NA,g528,operon_46,trailing
chr1,2206635,2208909,2275,+,AUGUSTUS,gene,g533,NA,NA,NA,NA,NA,NA,g533,operon_47,leader
chr1,2208913,2209548,636,+,AUGUSTUS,gene,g534,NA,NA,NA,NA,NA,NA,g534,operon_47,trailing
chr1,2222428,2222677,250,+,AUGUSTUS,gene,g540,NA,NA,NA,NA,NA,NA,g540,operon_48,leader
chr1,2222868,2224804,1937,+,AUGUSTUS,gene,g541,NA,NA,NA,NA,NA,NA,g541,operon_48,trailing
chr1,2283335,2286145,2811,+,AUGUSTUS,gene,g553,NA,NA,NA,NA,NA,NA,g553,operon_49,leader
chr1,2286429,2287991,1563,+,AUGUSTUS,gene,g554,NA,NA,NA,NA,NA,NA,g554,operon_49,trailing
chr1,2301556,2304302,2747,+,AUGUSTUS,gene,g559,NA,NA,NA,NA,NA,NA,g559,operon_50,leader
chr1,2304800,2305495,696,+,AUGUSTUS,gene,g560,NA,NA,NA,NA,NA,NA,g560,operon_50,trailing
chr1,2378073,2380364,2292,+,AUGUSTUS,gene,g580,NA,NA,NA,NA,NA,NA,g580,operon_51,leader
chr1,2380512,2383679,3168,+,AUGUSTUS,gene,g581,NA,NA,NA,NA,NA,NA,g581,operon_51,trailing
chr1,2562243,2565438,3196,+,AUGUSTUS,gene,g619,NA,NA,NA,NA,NA,NA,g619,operon_52,leader
chr1,2565667,2566207,541,+,AUGUSTUS,gene,g620,NA,NA,NA,NA,NA,NA,g620,operon_52,trailing
chr1,2567298,2577134,9837,+,AUGUSTUS,gene,g621,NA,NA,NA,NA,NA,NA,g621,operon_53,leader
chr1,2577214,2578855,1642,+,AUGUSTUS,gene,g622,NA,NA,NA,NA,NA,NA,g622,operon_53,trailing
chr1,2587544,2588670,1127,+,AUGUSTUS,gene,g626,NA,NA,NA,NA,NA,NA,g626,operon_54,leader
chr1,2588910,2589961,1052,+,AUGUSTUS,gene,g627,NA,NA,NA,NA,NA,NA,g627,operon_54,trailing
chr1,2590006,2593317,3312,+,AUGUSTUS,gene,g628,NA,NA,NA,NA,NA,NA,g628,operon_54,trailing
chr1,2617399,2624533,7135,+,AUGUSTUS,gene,g639,NA,NA,NA,NA,NA,NA,g639,operon_55,leader
chr1,2624631,2625634,1004,+,AUGUSTUS,gene,g640,NA,NA,NA,NA,NA,NA,g640,operon_55,trailing
chr1,2625967,2626756,790,+,AUGUSTUS,gene,g641,NA,NA,NA,NA,NA,NA,g641,operon_55,trailing
chr1,2627428,2628057,630,+,AUGUSTUS,gene,g642,NA,NA,NA,NA,NA,NA,g642,operon_56,leader
chr1,2628108,2628742,635,+,AUGUSTUS,gene,g643,NA,NA,NA,NA,NA,NA,g643,operon_56,trailing
chr1,2667692,2671957,4266,+,AUGUSTUS,gene,g655,NA,NA,NA,NA,NA,NA,g655,operon_57,leader
chr1,2672187,2676061,3875,+,AUGUSTUS,gene,g656,NA,NA,NA,NA,NA,NA,g656,operon_57,trailing
chr1,2705947,2707221,1275,+,AUGUSTUS,gene,g663,NA,NA,NA,NA,NA,NA,g663,operon_58,leader
chr1,2707151,2710273,3123,+,AUGUSTUS,gene,g664,NA,NA,NA,NA,NA,NA,g664,operon_58,trailing
chr1,2712928,2715211,2284,+,AUGUSTUS,gene,g666,NA,NA,NA,NA,NA,NA,g666,operon_59,leader
chr1,2715432,2716924,1493,+,AUGUSTUS,gene,g667,NA,NA,NA,NA,NA,NA,g667,operon_59,trailing
chr1,2718570,2723730,5161,+,AUGUSTUS,gene,g668,NA,NA,NA,NA,NA,NA,g668,operon_60,leader
chr1,2723965,2724839,875,+,AUGUSTUS,gene,g669,NA,NA,NA,NA,NA,NA,g669,operon_60,trailing
chr1,2745572,2759988,14417,+,AUGUSTUS,gene,g675,NA,NA,NA,NA,NA,NA,g675,operon_61,leader
chr1,2760243,2763412,3170,+,AUGUSTUS,gene,g676,NA,NA,NA,NA,NA,NA,g676,operon_61,trailing
chr1,2825347,2825887,541,+,AUGUSTUS,gene,g695,NA,NA,NA,NA,NA,NA,g695,operon_62,leader
chr1,2825858,2826985,1128,+,AUGUSTUS,gene,g696,NA,NA,NA,NA,NA,NA,g696,operon_62,trailing
chr1,2827112,2827525,414,+,AUGUSTUS,gene,g697,NA,NA,NA,NA,NA,NA,g697,operon_62,trailing
chr1,2827677,2828770,1094,+,AUGUSTUS,gene,g698,NA,NA,NA,NA,NA,NA,g698,operon_62,trailing
chr1,2828835,2829913,1079,+,AUGUSTUS,gene,g699,NA,NA,NA,NA,NA,NA,g699,operon_62,trailing
chr1,2885908,2888601,2694,+,AUGUSTUS,gene,g721,NA,NA,NA,NA,NA,NA,g721,operon_63,leader
chr1,2888929,2892241,3313,+,AUGUSTUS,gene,g722,NA,NA,NA,NA,NA,NA,g722,operon_63,trailing
chr1,2894608,2895401,794,+,AUGUSTUS,gene,g724,NA,NA,NA,NA,NA,NA,g724,operon_64,leader
chr1,2895641,2897204,1564,+,AUGUSTUS,gene,g725,NA,NA,NA,NA,NA,NA,g725,operon_64,trailing
chr1,2906279,2906745,467,+,AUGUSTUS,gene,g730,NA,NA,NA,NA,NA,NA,g730,operon_65,leader
chr1,2906873,2910263,3391,+,AUGUSTUS,gene,g731,NA,NA,NA,NA,NA,NA,g731,operon_65,trailing
chr1,2918234,2919620,1387,+,AUGUSTUS,gene,g735,NA,NA,NA,NA,NA,NA,g735,operon_66,leader
chr1,2919883,2920697,815,+,AUGUSTUS,gene,g736,NA,NA,NA,NA,NA,NA,g736,operon_66,trailing
chr1,2936921,2938331,1411,+,AUGUSTUS,gene,g741,NA,NA,NA,NA,NA,NA,g741,operon_67,leader
chr1,2938727,2940208,1482,+,AUGUSTUS,gene,g742,NA,NA,NA,NA,NA,NA,g742,operon_67,trailing
chr1,2943204,2944661,1458,+,AUGUSTUS,gene,g745,NA,NA,NA,NA,NA,NA,g745,operon_68,leader
chr1,2944966,2947335,2370,+,AUGUSTUS,gene,g746,NA,NA,NA,NA,NA,NA,g746,operon_68,trailing
chr1,2947437,2949257,1821,+,AUGUSTUS,gene,g747,NA,NA,NA,NA,NA,NA,g747,operon_68,trailing
chr1,2949416,2950740,1325,+,AUGUSTUS,gene,g748,NA,NA,NA,NA,NA,NA,g748,operon_68,trailing
chr1,2980384,2981650,1267,+,AUGUSTUS,gene,g760,NA,NA,NA,NA,NA,NA,g760,operon_69,leader
chr1,2982072,2984622,2551,+,AUGUSTUS,gene,g761,NA,NA,NA,NA,NA,NA,g761,operon_69,trailing
chr1,3102234,3103797,1564,+,AUGUSTUS,gene,g800,NA,NA,NA,NA,NA,NA,g800,operon_70,leader
chr1,3103998,3108332,4335,+,AUGUSTUS,gene,g801,NA,NA,NA,NA,NA,NA,g801,operon_70,trailing
chr1,3294053,3294316,264,+,AUGUSTUS,gene,g853,NA,NA,NA,NA,NA,NA,g853,operon_71,leader
chr1,3294355,3298325,3971,+,AUGUSTUS,gene,g854,NA,NA,NA,NA,NA,NA,g854,operon_71,trailing
chr1,3330037,3332043,2007,+,AUGUSTUS,gene,g869,NA,NA,NA,NA,NA,NA,g869,operon_72,leader
chr1,3332235,3333910,1676,+,AUGUSTUS,gene,g870,NA,NA,NA,NA,NA,NA,g870,operon_72,trailing
chr1,3351412,3354054,2643,+,AUGUSTUS,gene,g877,NA,NA,NA,NA,NA,NA,g877,operon_73,leader
chr1,3354464,3355649,1186,+,AUGUSTUS,gene,g878,NA,NA,NA,NA,NA,NA,g878,operon_73,trailing
chr1,3355896,3358491,2596,+,AUGUSTUS,gene,g879,NA,NA,NA,NA,NA,NA,g879,operon_73,trailing
chr1,3358245,3359578,1334,+,AUGUSTUS,gene,g880,NA,NA,NA,NA,NA,NA,g880,operon_73,trailing
chr1,3359739,3360975,1237,+,AUGUSTUS,gene,g881,NA,NA,NA,NA,NA,NA,g881,operon_73,trailing
chr1,3492569,3494097,1529,+,AUGUSTUS,gene,g910,NA,NA,NA,NA,NA,NA,g910,operon_74,leader
chr1,3494350,3494875,526,+,AUGUSTUS,gene,g911,NA,NA,NA,NA,NA,NA,g911,operon_74,trailing
chr1,3494930,3496411,1482,+,AUGUSTUS,gene,g912,NA,NA,NA,NA,NA,NA,g912,operon_74,trailing
chr1,3496104,3498291,2188,+,AUGUSTUS,gene,g913,NA,NA,NA,NA,NA,NA,g913,operon_74,trailing
chr1,3498692,3499754,1063,+,AUGUSTUS,gene,g914,NA,NA,NA,NA,NA,NA,g914,operon_74,trailing
chr1,3500145,3505702,5558,+,AUGUSTUS,gene,g915,NA,NA,NA,NA,NA,NA,g915,operon_74,trailing
chr1,3518320,3520146,1827,+,AUGUSTUS,gene,g920,NA,NA,NA,NA,NA,NA,g920,operon_75,leader
chr1,3520360,3522159,1800,+,AUGUSTUS,gene,g921,NA,NA,NA,NA,NA,NA,g921,operon_75,trailing
chr1,3522302,3524007,1706,+,AUGUSTUS,gene,g922,NA,NA,NA,NA,NA,NA,g922,operon_75,trailing
chr1,3524324,3528554,4231,+,AUGUSTUS,gene,g923,NA,NA,NA,NA,NA,NA,g923,operon_75,trailing
chr1,3530734,3533072,2339,+,AUGUSTUS,gene,g924,NA,NA,NA,NA,NA,NA,g924,operon_76,leader
chr1,3533139,3533640,502,+,AUGUSTUS,gene,g925,NA,NA,NA,NA,NA,NA,g925,operon_76,trailing
chr1,3533867,3534932,1066,+,AUGUSTUS,gene,g926,NA,NA,NA,NA,NA,NA,g926,operon_76,trailing
chr1,3572732,3573143,412,+,AUGUSTUS,gene,g932,NA,NA,NA,NA,NA,NA,g932,operon_77,leader
chr1,3573626,3574533,908,+,AUGUSTUS,gene,g933,NA,NA,NA,NA,NA,NA,g933,operon_77,trailing
chr1,3587843,3588748,906,+,AUGUSTUS,gene,g939,NA,NA,NA,NA,NA,NA,g939,operon_78,leader
chr1,3588873,3589282,410,+,AUGUSTUS,gene,g940,NA,NA,NA,NA,NA,NA,g940,operon_78,trailing
chr1,3660506,3670230,9725,+,AUGUSTUS,gene,g956,NA,NA,NA,NA,NA,NA,g956,operon_79,leader
chr1,3670727,3672984,2258,+,AUGUSTUS,gene,g957,NA,NA,NA,NA,NA,NA,g957,operon_79,trailing
chr1,3673123,3673690,568,+,AUGUSTUS,gene,g958,NA,NA,NA,NA,NA,NA,g958,operon_79,trailing
chr1,3673908,3676557,2650,+,AUGUSTUS,gene,g959,NA,NA,NA,NA,NA,NA,g959,operon_80,leader
chr1,3677013,3678035,1023,+,AUGUSTUS,gene,g960,NA,NA,NA,NA,NA,NA,g960,operon_80,trailing
chr1,3770109,3771802,1694,+,AUGUSTUS,gene,g983,NA,NA,NA,NA,NA,NA,g983,operon_81,leader
chr1,3772058,3781424,9367,+,AUGUSTUS,gene,g984,NA,NA,NA,NA,NA,NA,g984,operon_81,trailing
chr1,3781719,3784841,3123,+,AUGUSTUS,gene,g985,NA,NA,NA,NA,NA,NA,g985,operon_81,trailing
chr1,3798855,3802475,3621,+,AUGUSTUS,gene,g992,NA,NA,NA,NA,NA,NA,g992,operon_82,leader
chr1,3802429,3805438,3010,+,AUGUSTUS,gene,g993,NA,NA,NA,NA,NA,NA,g993,operon_82,trailing
chr1,3810822,3813043,2222,+,AUGUSTUS,gene,g997,NA,NA,NA,NA,NA,NA,g997,operon_83,leader
chr1,3813175,3814730,1556,+,AUGUSTUS,gene,g998,NA,NA,NA,NA,NA,NA,g998,operon_83,trailing
chr1,3853686,3860894,7209,+,AUGUSTUS,gene,g1011,NA,NA,NA,NA,NA,NA,g1011,operon_84,leader
chr1,3861002,3862403,1402,+,AUGUSTUS,gene,g1012,NA,NA,NA,NA,NA,NA,g1012,operon_84,trailing
chr1,3904754,3906751,1998,+,AUGUSTUS,gene,g1027,NA,NA,NA,NA,NA,NA,g1027,operon_85,leader
chr1,3906889,3907746,858,+,AUGUSTUS,gene,g1028,NA,NA,NA,NA,NA,NA,g1028,operon_85,trailing
chr1,4089596,4090838,1243,+,AUGUSTUS,gene,g1077,NA,NA,NA,NA,NA,NA,g1077,operon_86,leader
chr1,4091061,4092567,1507,+,AUGUSTUS,gene,g1078,NA,NA,NA,NA,NA,NA,g1078,operon_86,trailing
chr1,4113982,4114489,508,+,AUGUSTUS,gene,g1087,NA,NA,NA,NA,NA,NA,g1087,operon_87,leader
chr1,4114591,4116009,1419,+,AUGUSTUS,gene,g1088,NA,NA,NA,NA,NA,NA,g1088,operon_87,trailing
chr1,4116100,4117383,1284,+,AUGUSTUS,gene,g1089,NA,NA,NA,NA,NA,NA,g1089,operon_87,trailing
chr1,4120014,4121378,1365,+,AUGUSTUS,gene,g1091,NA,NA,NA,NA,NA,NA,g1091,operon_88,leader
chr1,4121704,4124936,3233,+,AUGUSTUS,gene,g1092,NA,NA,NA,NA,NA,NA,g1092,operon_88,trailing
chr1,4121704,4124936,3233,+,AUGUSTUS,gene,g1092,NA,NA,NA,NA,NA,NA,g1092,operon_89,leader
chr1,4125025,4125765,741,+,AUGUSTUS,gene,g1093,NA,NA,NA,NA,NA,NA,g1093,operon_89,trailing
chr1,4126027,4126321,295,+,AUGUSTUS,gene,g1094,NA,NA,NA,NA,NA,NA,g1094,operon_89,trailing
chr1,4126732,4132293,5562,+,AUGUSTUS,gene,g1095,NA,NA,NA,NA,NA,NA,g1095,operon_89,trailing
chr1,4139714,4141328,1615,+,AUGUSTUS,gene,g1098,NA,NA,NA,NA,NA,NA,g1098,operon_90,leader
chr1,4141538,4144439,2902,+,AUGUSTUS,gene,g1099,NA,NA,NA,NA,NA,NA,g1099,operon_90,trailing
