seqnames,start,end,width,strand,source,type,gene_id,score,phase,Name,transcript_id,Parent,tss_type,ID,operon_id,status
XSR,2328836,2330066,1231,+,AUGUSTUS,gene,g12173,NA,NA,NA,NA,NA,NA,g12173,operon_55,trailing
XSR,2328836,2330066,1231,+,AUGUSTUS,gene,g12173,NA,NA,NA,NA,NA,NA,g12173,operon_56,leader
XSR,2330021,2345534,15514,+,AUGUSTUS,gene,g12174,NA,NA,NA,NA,NA,NA,g12174,operon_56,trailing
XSR,2355263,2355655,393,+,AUGUSTUS,gene,g12178,NA,NA,NA,NA,NA,NA,g12178,operon_57,leader
XSR,2355747,2357149,1403,+,AUGUSTUS,gene,g12179,NA,NA,NA,NA,NA,NA,g12179,operon_57,trailing
XSR,2386930,2393019,6090,+,AUGUSTUS,gene,g12192,NA,NA,NA,NA,NA,NA,g12192,operon_58,leader
XSR,2393169,2393751,583,+,AUGUSTUS,gene,g12193,NA,NA,NA,NA,NA,NA,g12193,operon_58,trailing
XSR,2447575,2449977,2403,+,AUGUSTUS,gene,g12209,NA,NA,NA,NA,NA,NA,g12209,operon_59,leader
XSR,2449994,2451350,1357,+,AUGUSTUS,gene,g12210,NA,NA,NA,NA,NA,NA,g12210,operon_59,trailing
XSR,2611418,2613977,2560,+,AUGUSTUS,gene,g12266,NA,NA,NA,NA,NA,NA,g12266,operon_60,leader
XSR,2613926,2616164,2239,+,AUGUSTUS,gene,g12267,NA,NA,NA,NA,NA,NA,g12267,operon_60,trailing
XSR,2613926,2616164,2239,+,AUGUSTUS,gene,g12267,NA,NA,NA,NA,NA,NA,g12267,operon_61,leader
XSR,2616403,2620901,4499,+,AUGUSTUS,gene,g12268,NA,NA,NA,NA,NA,NA,g12268,operon_61,trailing
XSR,2702871,2703619,749,+,AUGUSTUS,gene,g12293,NA,NA,NA,NA,NA,NA,g12293,operon_62,leader
XSR,2703658,2705215,1558,+,AUGUSTUS,gene,g12294,NA,NA,NA,NA,NA,NA,g12294,operon_62,trailing
XSR,2732037,2734894,2858,+,AUGUSTUS,gene,g12300,NA,NA,NA,NA,NA,NA,g12300,operon_63,leader
XSR,2734954,2737281,2328,+,AUGUSTUS,gene,g12301,NA,NA,NA,NA,NA,NA,g12301,operon_63,trailing
XSR,2784237,2785618,1382,+,AUGUSTUS,gene,g12316,NA,NA,NA,NA,NA,NA,g12316,operon_64,leader
XSR,2785664,2788548,2885,+,AUGUSTUS,gene,g12317,NA,NA,NA,NA,NA,NA,g12317,operon_64,trailing
XSR,2791262,2795016,3755,+,AUGUSTUS,gene,g12318,NA,NA,NA,NA,NA,NA,g12318,operon_65,leader
XSR,2795177,2795894,718,+,AUGUSTUS,gene,g12319,NA,NA,NA,NA,NA,NA,g12319,operon_65,trailing
XSR,2795177,2795894,718,+,AUGUSTUS,gene,g12319,NA,NA,NA,NA,NA,NA,g12319,operon_66,leader
XSR,2796005,2798018,2014,+,AUGUSTUS,gene,g12320,NA,NA,NA,NA,NA,NA,g12320,operon_66,trailing
XSR,2798390,2799003,614,+,AUGUSTUS,gene,g12321,NA,NA,NA,NA,NA,NA,g12321,operon_66,trailing
XSR,2799056,2800569,1514,+,Liftoff,gene,GSOIDG00003394001,NA,NA,NA,NA,NA,NA,GSOIDG00003394001,operon_66,trailing
XSR,2800611,2804812,4202,+,AUGUSTUS,gene,g12322,NA,NA,NA,NA,NA,NA,g12322,operon_66,trailing
XSR,2857951,2859766,1816,+,Liftoff,gene,GSOIDG00003417001,NA,NA,NA,NA,NA,NA,GSOIDG00003417001,operon_67,leader
XSR,2859924,2860290,367,+,AUGUSTUS,gene,g12346,NA,NA,NA,NA,NA,NA,g12346,operon_67,trailing
XSR,2860381,2860824,444,+,AUGUSTUS,gene,g12347,NA,NA,NA,NA,NA,NA,g12347,operon_67,trailing
XSR,2868862,2871574,2713,+,AUGUSTUS,gene,g12350,NA,NA,NA,NA,NA,NA,g12350,operon_68,leader
XSR,2871643,2872842,1200,+,AUGUSTUS,gene,g12351,NA,NA,NA,NA,NA,NA,g12351,operon_68,trailing
XSR,2872890,2876867,3978,+,AUGUSTUS,gene,g12352,NA,NA,NA,NA,NA,NA,g12352,operon_68,trailing
XSR,2926864,2928583,1720,+,AUGUSTUS,gene,g12366,NA,NA,NA,NA,NA,NA,g12366,operon_69,leader
XSR,2928857,2929366,510,+,AUGUSTUS,gene,g12367,NA,NA,NA,NA,NA,NA,g12367,operon_69,trailing
XSR,2929675,2930556,882,+,Liftoff,gene,GSOIDG00003438001,NA,NA,NA,NA,NA,NA,GSOIDG00003438001,operon_69,trailing
XSR,2934459,2935099,641,+,Liftoff,gene,GSOIDG00003439001,NA,NA,NA,NA,NA,NA,GSOIDG00003439001,operon_70,leader
XSR,2935271,2937289,2019,+,AUGUSTUS,gene,g12369,NA,NA,NA,NA,NA,NA,g12369,operon_70,trailing
XSR,2950603,2954248,3646,+,AUGUSTUS,gene,g12376,NA,NA,NA,NA,NA,NA,g12376,operon_71,leader
XSR,2954655,2955764,1110,+,AUGUSTUS,gene,g12377,NA,NA,NA,NA,NA,NA,g12377,operon_71,trailing
XSR,2959938,2960456,519,+,AUGUSTUS,gene,g12380,NA,NA,NA,NA,NA,NA,g12380,operon_72,leader
XSR,2960468,2964074,3607,+,AUGUSTUS,gene,g12381,NA,NA,NA,NA,NA,NA,g12381,operon_72,trailing
XSR,2964258,2966206,1949,+,AUGUSTUS,gene,g12382,NA,NA,NA,NA,NA,NA,g12382,operon_72,trailing
XSR,2967416,2968733,1318,+,AUGUSTUS,gene,g12384,NA,NA,NA,NA,NA,NA,g12384,operon_73,leader
XSR,2968872,2969533,662,+,Liftoff,gene,GSOIDG00012086001,NA,NA,NA,NA,NA,NA,GSOIDG00012086001,operon_73,trailing
XSR,2969931,2973586,3656,+,AUGUSTUS,gene,g12385,NA,NA,NA,NA,NA,NA,g12385,operon_73,trailing
XSR,2973844,2975034,1191,+,AUGUSTUS,gene,g12386,NA,NA,NA,NA,NA,NA,g12386,operon_73,trailing
XSR,2975232,2976241,1010,+,AUGUSTUS,gene,g12387,NA,NA,NA,NA,NA,NA,g12387,operon_73,trailing
XSR,2976309,2976996,688,+,AUGUSTUS,gene,g12388,NA,NA,NA,NA,NA,NA,g12388,operon_73,trailing
XSR,3052577,3054345,1769,+,AUGUSTUS,gene,g12404,NA,NA,NA,NA,NA,NA,g12404,operon_74,leader
XSR,3054714,3055730,1017,+,AUGUSTUS,gene,g12405,NA,NA,NA,NA,NA,NA,g12405,operon_74,trailing
XSR,3064750,3066501,1752,+,AUGUSTUS,gene,g12410,NA,NA,NA,NA,NA,NA,g12410,operon_75,leader
XSR,3066666,3067835,1170,+,Liftoff,gene,GSOIDG00012466001,NA,NA,NA,NA,NA,NA,GSOIDG00012466001,operon_75,trailing
XSR,3066666,3067835,1170,+,Liftoff,gene,GSOIDG00012466001,NA,NA,NA,NA,NA,NA,GSOIDG00012466001,operon_76,leader
XSR,3067876,3068945,1070,+,Liftoff,gene,GSOIDG00012467001,NA,NA,NA,NA,NA,NA,GSOIDG00012467001,operon_76,trailing
XSR,3069026,3071565,2540,+,AUGUSTUS,gene,g12412,NA,NA,NA,NA,NA,NA,g12412,operon_77,leader
XSR,3071701,3075304,3604,+,AUGUSTUS,gene,g12413,NA,NA,NA,NA,NA,NA,g12413,operon_77,trailing
XSR,3075364,3078706,3343,+,AUGUSTUS,gene,g12414,NA,NA,NA,NA,NA,NA,g12414,operon_77,trailing
XSR,3078790,3079502,713,+,AUGUSTUS,gene,g12415,NA,NA,NA,NA,NA,NA,g12415,operon_77,trailing
XSR,3080676,3082630,1955,+,AUGUSTUS,gene,g12416,NA,NA,NA,NA,NA,NA,g12416,operon_78,leader
XSR,3082700,3089382,6683,+,AUGUSTUS,gene,g12417,NA,NA,NA,NA,NA,NA,g12417,operon_78,trailing
XSR,3090109,3091645,1537,+,AUGUSTUS,gene,g12418,NA,NA,NA,NA,NA,NA,g12418,operon_79,leader
XSR,3091921,3093972,2052,+,AUGUSTUS,gene,g12419,NA,NA,NA,NA,NA,NA,g12419,operon_79,trailing
XSR,3117200,3123231,6032,+,AUGUSTUS,gene,g12424,NA,NA,NA,NA,NA,NA,g12424,operon_80,leader
XSR,3123531,3127415,3885,+,AUGUSTUS,gene,g12425,NA,NA,NA,NA,NA,NA,g12425,operon_80,trailing
XSR,3128699,3130866,2168,+,AUGUSTUS,gene,g12426,NA,NA,NA,NA,NA,NA,g12426,operon_81,leader
XSR,3131128,3131998,871,+,AUGUSTUS,gene,g12427,NA,NA,NA,NA,NA,NA,g12427,operon_81,trailing
XSR,3132119,3133966,1848,+,AUGUSTUS,gene,g12428,NA,NA,NA,NA,NA,NA,g12428,operon_81,trailing
XSR,3133918,3135394,1477,+,AUGUSTUS,gene,g12429,NA,NA,NA,NA,NA,NA,g12429,operon_81,trailing
XSR,3135497,3136549,1053,+,AUGUSTUS,gene,g12430,NA,NA,NA,NA,NA,NA,g12430,operon_81,trailing
XSR,3136663,3137020,358,+,AUGUSTUS,gene,g12431,NA,NA,NA,NA,NA,NA,g12431,operon_81,trailing
XSR,3173970,3180586,6617,+,AUGUSTUS,gene,g12444,NA,NA,NA,NA,NA,NA,g12444,operon_82,leader
XSR,3180613,3181515,903,+,AUGUSTUS,gene,g12445,NA,NA,NA,NA,NA,NA,g12445,operon_82,trailing
XSR,3181664,3182001,338,+,AUGUSTUS,gene,g12446,NA,NA,NA,NA,NA,NA,g12446,operon_82,trailing
XSR,3217247,3217880,634,+,AUGUSTUS,gene,g12457,NA,NA,NA,NA,NA,NA,g12457,operon_83,leader
XSR,3217973,3220226,2254,+,AUGUSTUS,gene,g12458,NA,NA,NA,NA,NA,NA,g12458,operon_83,trailing
XSR,3220362,3221616,1255,+,AUGUSTUS,gene,g12459,NA,NA,NA,NA,NA,NA,g12459,operon_83,trailing
XSR,3221733,3222529,797,+,AUGUSTUS,gene,g12460,NA,NA,NA,NA,NA,NA,g12460,operon_83,trailing
XSR,3222544,3226856,4313,+,AUGUSTUS,gene,g12461,NA,NA,NA,NA,NA,NA,g12461,operon_83,trailing
XSR,3258044,3259515,1472,+,AUGUSTUS,gene,g12473,NA,NA,NA,NA,NA,NA,g12473,operon_84,leader
XSR,3259942,3263545,3604,+,AUGUSTUS,gene,g12474,NA,NA,NA,NA,NA,NA,g12474,operon_84,trailing
XSR,3275197,3278273,3077,+,AUGUSTUS,gene,g12477,NA,NA,NA,NA,NA,NA,g12477,operon_85,leader
XSR,3278630,3279490,861,+,AUGUSTUS,gene,g12478,NA,NA,NA,NA,NA,NA,g12478,operon_85,trailing
XSR,3306109,3308563,2455,+,AUGUSTUS,gene,g12488,NA,NA,NA,NA,NA,NA,g12488,operon_86,leader
XSR,3308849,3311178,2330,+,AUGUSTUS,gene,g12489,NA,NA,NA,NA,NA,NA,g12489,operon_86,trailing
XSR,3346910,3349974,3065,+,AUGUSTUS,gene,g12498,NA,NA,NA,NA,NA,NA,g12498,operon_87,leader
XSR,3350041,3353503,3463,+,AUGUSTUS,gene,g12499,NA,NA,NA,NA,NA,NA,g12499,operon_87,trailing
XSR,3353803,3354883,1081,+,AUGUSTUS,gene,g12500,NA,NA,NA,NA,NA,NA,g12500,operon_87,trailing
XSR,3354923,3356197,1275,+,AUGUSTUS,gene,g12501,NA,NA,NA,NA,NA,NA,g12501,operon_87,trailing
XSR,3354923,3356197,1275,+,AUGUSTUS,gene,g12501,NA,NA,NA,NA,NA,NA,g12501,operon_88,leader
